X,Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers,Envi.Che_CERAPP,Envi.Che_COMPARA,Envi.Che_CPDAT,Envi.Che_REFCHEMDB,Envi.Che_TSCA_ACTIVE_NCTI,overlap.lable
2777,Caco-508,?,?,NA,CCC1(C2C=CC=CC=2)C(=O)NC(=O)NC1=O,"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",DDBREPKUVSBGFI-UHFFFAOYSA-N,DTXSID5021122,6/6/1950,phenobarbital,CCC1(C2C=CC=CC=2)C(=O)NC(=O)NC1=O,"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",DDBREPKUVSBGFI-UHFFFAOYSA-N,<undefined>,0,High,-4.63000005,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2782,Caco-1528,?,?,NA,CS(=O)(=O)C1C=CC(=CC=1)C1COC(=O)C=1C1C=CC=CC=1,"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3",RZJQGNCSTQAWON-UHFFFAOYSA-N,DTXSID2023567,162011-90-7,rofecoxib,CS(=O)(=O)C1C=CC(=CC=1)C1COC(=O)C=1C1C=CC=CC=1,"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3",RZJQGNCSTQAWON-UHFFFAOYSA-N,<undefined>,0,High,-4.62171155,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2786,Caco-5111,CHEMBL80|?,?,NA,C=CCN1CC[C@@]23[C@H]4OC5C2=C(C[C@@H]1[C@]3(O)CCC4=O)C=CC=5O,"InChI=1S/C19H21NO4/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11/h2-4,14,17,21,23H,1,5-10H2/t14-,17+,18+,19-/m1/s1",UZHSEJADLWPNLE-GRGSLBFTSA-N,DTXSID8023349,465-65-6,Naloxone,C=CCN1CCC23C4OC5C2=C(CC1C3(O)CCC4=O)C=CC=5O,"InChI=1S/C19H21NO4/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11/h2-4,14,17,21,23H,1,5-10H2",UZHSEJADLWPNLE-UHFFFAOYSA-N,<undefined>,0,High,-4.62055232,3,CHEMBL|Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2807,Caco-1377,?,?,NA,CC(C)C[C@H](NC(=O)CC1=CC(OCC)=C(C=C1)C(O)=O)C1C=CC=CC=1N1CCCCC1,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",FAEKWTJYAYMJKF-QHCPKHFHSA-N,DTXSID3023552,135062-02-1,repaglinide,CC(C)CC(NC(=O)CC1=CC(OCC)=C(C=C1)C(O)=O)C1C=CC=CC=1N1CCCCC1,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,<undefined>,0,High,-4.61899145,3,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2809,Caco-548,?,?,NA,O=C1N2C=CC=CC2=NN1CCCN1CCN(CC1)C1=CC(Cl)=CC=C1,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",PHLBKPHSAVXXEF-UHFFFAOYSA-N,DTXSID5045043,19794-93-5,trazodone,O=C1N2C=CC=CC2=NN1CCCN1CCN(CC1)C1=CC(Cl)=CC=C1,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",PHLBKPHSAVXXEF-UHFFFAOYSA-N,<undefined>,0,High,-4.6161847,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2810,Caco-5410,CHEMBL13|?,?,NA,CC(C)NCC(O)COC1=CC=C(CCOC)C=C1,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N,DTXSID2023309,51384-51-1,Metoprolol,CC(C)NCC(O)COC1=CC=C(CCOC)C=C1,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N,<undefined>,0,High,-4.614601176,3,CHEMBL|Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2814,Caco-56,?,?,NA,OC1=CC2OC=C(C(=O)C=2C(O)=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",TZBJGXHYKVUXJN-UHFFFAOYSA-N,DTXSID5022308,446-72-0,genistein,OC1=CC2OC=C(C(=O)C=2C(O)=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",TZBJGXHYKVUXJN-UHFFFAOYSA-N,<undefined>,0,High,-4.61000015,3,Wang,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
2815,Caco-560,?,?,NA,CC1C=C(CC(O)=O)N(C)C=1C(=O)C1C=CC(Cl)=CC=1,"InChI=1S/C15H14ClNO3/c1-9-7-12(8-13(18)19)17(2)14(9)15(20)10-3-5-11(16)6-4-10/h3-7H,8H2,1-2H3,(H,18,19)",ZXVNMYWKKDOREA-UHFFFAOYSA-N,DTXSID9023754,33369-31-2,zomepirac,CC1C=C(CC(O)=O)N(C)C=1C(=O)C1C=CC(Cl)=CC=1,"InChI=1S/C15H14ClNO3/c1-9-7-12(8-13(18)19)17(2)14(9)15(20)10-3-5-11(16)6-4-10/h3-7H,8H2,1-2H3,(H,18,19)",ZXVNMYWKKDOREA-UHFFFAOYSA-N,<undefined>,0,High,-4.61000005,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2816,Caco-1491,?,?,NA,CC1C=CC=CC=1C(OCCN(C)C)C1C=CC=CC=1,"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3",QVYRGXJJSLMXQH-UHFFFAOYSA-N,DTXSID3023396,83-98-7,orphenadrine,CC1C=CC=CC=1C(OCCN(C)C)C1C=CC=CC=1,"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3",QVYRGXJJSLMXQH-UHFFFAOYSA-N,<undefined>,0,High,-4.6094054,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2818,Caco-170,?,?,NA,CN1CCC[C@H]1C1=CN=CC=C1,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",SNICXCGAKADSCV-JTQLQIEISA-N,DTXSID1020930,11/5/1954,nicotine,CN1CCCC1C1=CN=CC=C1,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",SNICXCGAKADSCV-UHFFFAOYSA-N,<undefined>,0,High,-4.6084766,3,Wang|Pham,1,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
2819,Caco-1498,?,?,NA,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]43CCC(=O)O4)[C@@H]21,"InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3/t17-,18-,19+,21+,22-,23-,24+/m0/s1",LXMSZDCAJNLERA-ZHYRCANASA-N,DTXSID6034186,1/7/1952,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC43CCC(=O)O4)C21,"InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3",LXMSZDCAJNLERA-UHFFFAOYSA-N,<undefined>,0,High,-4.60741525,3,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2844,Caco-1531,?,?,NA,CC1C=CC(=CC=1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",BOVGTQGAOIONJV-UHFFFAOYSA-N,DTXSID9023095,21187-98-4,gliclazide,CC1C=CC(=CC=1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",BOVGTQGAOIONJV-UHFFFAOYSA-N,<undefined>,0,High,-4.6020598,3,Wang,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2849,Caco-175,?,?,NA,CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2CC)C(O)=O,"InChI=1S/C17H20FN3O3/c1-3-20-10-12(17(23)24)16(22)11-8-13(18)15(9-14(11)20)21-6-4-19(2)5-7-21/h8-10H,3-7H2,1-2H3,(H,23,24)",FHFYDNQZQSQIAI-UHFFFAOYSA-N,DTXSID3048493,70458-92-3,pefloxacin,CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2CC)C(O)=O,"InChI=1S/C17H20FN3O3/c1-3-20-10-12(17(23)24)16(22)11-8-13(18)15(9-14(11)20)21-6-4-19(2)5-7-21/h8-10H,3-7H2,1-2H3,(H,23,24)",FHFYDNQZQSQIAI-UHFFFAOYSA-N,<undefined>,0,High,-4.6,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2850,Caco-6210,?,?,NA,O=C(NC1C=CC=C2C=1OC(=CC2=O)C1NN=NN=1)C1C=CC(=CC=1)OCCCCC1C=CC=CC=1,"InChI=1S/C27H23N5O4/c33-23-17-24(26-29-31-32-30-26)36-25-21(23)10-6-11-22(25)28-27(34)19-12-14-20(15-13-19)35-16-5-4-9-18-7-2-1-3-8-18/h1-3,6-8,10-15,17H,4-5,9,16H2,(H,28,34)(H,29,30,31,32)",NBQKINXMPLXUET-UHFFFAOYSA-N,DTXSID3043782,103177-37-3,pranlukast,O=C(NC1C=CC=C2C=1OC(=CC2=O)C1NN=NN=1)C1C=CC(=CC=1)OCCCCC1C=CC=CC=1,"InChI=1S/C27H23N5O4/c33-23-17-24(26-29-31-32-30-26)36-25-21(23)10-6-11-22(25)28-27(34)19-12-14-20(15-13-19)35-16-5-4-9-18-7-2-1-3-8-18/h1-3,6-8,10-15,17H,4-5,9,16H2,(H,28,34)(H,29,30,31,32)",NBQKINXMPLXUET-UHFFFAOYSA-N,<undefined>,NA,Low,-4.6,3,Pham,1,0,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2855,Caco-1385,?,?,NA,O=C1CC2(CC(=O)N1CCCCN1CCN(CC1)C1N=CC=CN=1)CCCC2,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",QWCRAEMEVRGPNT-UHFFFAOYSA-N,DTXSID2022707,36505-84-7,buspirone,O=C1CC2(CC(=O)N1CCCCN1CCN(CC1)C1N=CC=CN=1)CCCC2,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",QWCRAEMEVRGPNT-UHFFFAOYSA-N,<undefined>,0,High,-4.5925831,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2857,Caco-5406,CHEMBL1294|?|?,?,NA,COC1C=CC2=NC=CC([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)=C2C=1,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",LOUPRKONTZGTKE-LHHVKLHASA-N,DTXSID4023549|DTXSID0044280,56-54-2|130-95-0,Quinidine,COC1C=CC2=NC=CC(C(O)C3CC4CCN3CC4C=C)=C2C=1,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3",LOUPRKONTZGTKE-UHFFFAOYSA-N,<undefined>,0,High,-4.591286425,3,CHEMBL|Wang|Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2862,Caco-5321,CHEMBL296435,?,NA,C[C@@H](O)[C@H](CCCCCC)N1C=NC2C(N)=NC=NC1=2,"InChI=1S/C14H23N5O/c1-3-4-5-6-7-11(10(2)20)19-9-18-12-13(15)16-8-17-14(12)19/h8-11,20H,3-7H2,1-2H3,(H2,15,16,17)/t10-,11+/m1/s1",IOSAAWHGJUZBOG-MNOVXSKESA-N,DTXSID6043880,51350-19-7,Erythro-9-(2-hydroxy-3-nonyl)adenine,CC(O)C(CCCCCC)N1C=NC2C(N)=NC=NC1=2,"InChI=1S/C14H23N5O/c1-3-4-5-6-7-11(10(2)20)19-9-18-12-13(15)16-8-17-14(12)19/h8-11,20H,3-7H2,1-2H3,(H2,15,16,17)",IOSAAWHGJUZBOG-UHFFFAOYSA-N,<undefined>,NA,High,-4.585026652,3,CHEMBL,1,1,N,Y,N,Y,N,N&Y&N&Y&N
2863,Caco-5314,CHEMBL1951032,?,NA,CC1N=C(C=CC=1NC1N=CN=C(OC2CCN(CC2)C(=O)OC(C)C)C=1OC)S(C)(=O)=O,"InChI=1S/C21H29N5O6S/c1-13(2)31-21(27)26-10-8-15(9-11-26)32-20-18(30-4)19(22-12-23-20)25-16-6-7-17(24-14(16)3)33(5,28)29/h6-7,12-13,15H,8-11H2,1-5H3,(H,22,23,25)",WPDCHTSXOPUOII-UHFFFAOYSA-N,DTXSID10237885,897732-93-3,ADP-597,CC1N=C(C=CC=1NC1N=CN=C(OC2CCN(CC2)C(=O)OC(C)C)C=1OC)S(C)(=O)=O,"InChI=1S/C21H29N5O6S/c1-13(2)31-21(27)26-10-8-15(9-11-26)32-20-18(30-4)19(22-12-23-20)25-16-6-7-17(24-14(16)3)33(5,28)29/h6-7,12-13,15H,8-11H2,1-5H3,(H,22,23,25)",WPDCHTSXOPUOII-UHFFFAOYSA-N,<undefined>,NA,High,-4.585026652,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
2873,Caco-5330,CHEMBL380071,?,NA,C1NC2=CC=CC=C2C=1C1C=CN=CC=1,"InChI=1S/C13H10N2/c1-2-4-13-11(3-1)12(9-15-13)10-5-7-14-8-6-10/h1-9,15H",LLJRXVHJOJRCSM-UHFFFAOYSA-N,DTXSID90349379,7272-84-6,3-(4-Pyridyl)indole,C1NC2=CC=CC=C2C=1C1C=CN=CC=1,"InChI=1S/C13H10N2/c1-2-4-13-11(3-1)12(9-15-13)10-5-7-14-8-6-10/h1-9,15H",LLJRXVHJOJRCSM-UHFFFAOYSA-N,<undefined>,NA,High,-4.581698709,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
2874,Caco-5329,CHEMBL260672,?,NA,OC(=O)CN1C2C=CC(Cl)=CC=2C2(CC(=O)N(CC3C=C(Cl)C=CC=3F)C2=O)C1=O,"InChI=1S/C20H13Cl2FN2O5/c21-11-1-3-14(23)10(5-11)8-25-16(26)7-20(19(25)30)13-6-12(22)2-4-15(13)24(18(20)29)9-17(27)28/h1-6H,7-9H2,(H,27,28)",IXKFWNVFUXXEFY-UHFFFAOYSA-N,DTXSID80580279,916047-16-0,"{5-Chloro-1'-[(5-chloro-2-fluorophenyl)methyl]-2,2',5'-trioxospiro[indole-3,3'-pyrrolidin]-1(2H)-yl}acetic acid",OC(=O)CN1C2C=CC(Cl)=CC=2C2(CC(=O)N(CC3C=C(Cl)C=CC=3F)C2=O)C1=O,"InChI=1S/C20H13Cl2FN2O5/c21-11-1-3-14(23)10(5-11)8-25-16(26)7-20(19(25)30)13-6-12(22)2-4-15(13)24(18(20)29)9-17(27)28/h1-6H,7-9H2,(H,27,28)",IXKFWNVFUXXEFY-UHFFFAOYSA-N,<undefined>,NA,High,-4.581698709,3,CHEMBL,1,0,N,N,N,Y,N,N&N&N&Y&N
2879,Caco-1021,?,?,NA,CNCCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,"InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",HCYAFALTSJYZDH-UHFFFAOYSA-N,DTXSID6022896,50-47-5,desipramine,CNCCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,"InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",HCYAFALTSJYZDH-UHFFFAOYSA-N,<undefined>,0,High,-4.5727947,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2884,Caco-602,?,?,NA,C[C@@H]1CC2C=C3OCOC3=C(OC)C=2C2=C(OC)C(OC)=C(C=C2C[C@@]1(C)O)OC,"InChI=1S/C23H28O7/c1-12-7-13-8-16-20(30-11-29-16)22(28-6)17(13)18-14(10-23(12,2)24)9-15(25-3)19(26-4)21(18)27-5/h8-9,12,24H,7,10-11H2,1-6H3/t12-,23-/m1/s1",ZWRRJEICIPUPHZ-SFDCACGMSA-N,DTXSID7048950,58546-54-6,gomisin a,CC1CC2C=C3OCOC3=C(OC)C=2C2=C(OC)C(OC)=C(C=C2CC1(C)O)OC,"InChI=1S/C23H28O7/c1-12-7-13-8-16-20(30-11-29-16)22(28-6)17(13)18-14(10-23(12,2)24)9-15(25-3)19(26-4)21(18)27-5/h8-9,12,24H,7,10-11H2,1-6H3",ZWRRJEICIPUPHZ-UHFFFAOYSA-N,<undefined>,0,High,-4.5693183,3,Wang,1,1,N,Y,Y,N,N,N&Y&Y&N&N
2885,Caco-1230,?,?,NA,C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,DTXSID5020027,6/1/1979,acrylamide,C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,<undefined>,0,High,-4.5693183,3,Wang,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
2887,Caco-5358,CHEMBL3356074,?,NA,COC1=CC=CC2C(=O)N=C(NCC(C)(C)C3C=CC=CC=3)C=21,"InChI=1S/C19H20N2O2/c1-19(2,13-8-5-4-6-9-13)12-20-17-16-14(18(22)21-17)10-7-11-15(16)23-3/h4-11H,12H2,1-3H3,(H,20,21,22)",WVNWIKASGFTXTN-UHFFFAOYSA-N,DTXSID90581575,929022-79-7,4-Methoxy-3-[(2-methyl-2-phenylpropyl)amino]-1H-isoindol-1-one,COC1=CC=CC2C(=O)N=C(NCC(C)(C)C3C=CC=CC=3)C=21,"InChI=1S/C19H20N2O2/c1-19(2,13-8-5-4-6-9-13)12-20-17-16-14(18(22)21-17)10-7-11-15(16)23-3/h4-11H,12H2,1-3H3,(H,20,21,22)",WVNWIKASGFTXTN-UHFFFAOYSA-N,<undefined>,NA,High,-4.568636236,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
2906,Caco-8,?,?,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC5ON=CC=5C[C@@]43C)[C@@H]1CC[C@@]2(O)C#C,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3/t16-,17+,18+,20+,21+,22+/m1/s1",POZRVZJJTULAOH-LHZXLZLDSA-N,DTXSID2022880,17230-88-5,danazol,CC12CCC3C(CCC4=CC5ON=CC=5CC43C)C1CCC2(O)C#C,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3",POZRVZJJTULAOH-UHFFFAOYSA-N,<undefined>,0,High,-4.561461,3,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2926,Caco-1535,?,?,NA,C[C@@H](C1N=CN=CC=1F)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",BCEHBSKCWLPMDN-MGPLVRAMSA-N,DTXSID5046485,137234-62-9,voriconazole,CC(C1N=CN=CC=1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3",BCEHBSKCWLPMDN-UHFFFAOYSA-N,<undefined>,0,High,-4.5512938,3,Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2927,Caco-1534,?,?,NA,Cl.Clc1cc2c(CCNC[C@@H]2C)cc1,"InChI=1S/C11H14ClN.ClH/c1-8-7-13-5-4-9-2-3-10(12)6-11(8)9;/h2-3,6,8,13H,4-5,7H2,1H3;1H/t8-;/m0./s1",ITIHHRMYZPNGRC-QRPNPIFTSA-N,DTXSID60233650,846589-98-8,lorcaserin hydrochloride,CC1CNCCC2C=CC(Cl)=CC=21,InChI=1S/C11H14ClN/c1-8-7-13-5-4-9-2-3-10(12)6-11(8)9/h2-36813H4-57H21H3,XTTZERNUQAFMOF-UHFFFAOYSA-N,Cl,170,Low,-4.5512938,3,Wang,1,1,N,Y,N,Y,N,N&Y&N&Y&N
2929,Caco-420,?,?,NA,CC(CCCN(CC)CC)NC1C=CN=C2C=C(Cl)C=CC2=1,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",WHTVZRBIWZFKQO-UHFFFAOYSA-N,DTXSID2040446,5/7/1954,chloroquine,CC(CCCN(CC)CC)NC1C=CN=C2C=C(Cl)C=CC2=1,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",WHTVZRBIWZFKQO-UHFFFAOYSA-N,<undefined>,0,High,-4.5500001,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2931,Caco-1330,?,?,NA,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",VIKNJXKGJWUCNN-XGXHKTLJSA-N,DTXSID9023380,68-22-4,norethindrone,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3",VIKNJXKGJWUCNN-UHFFFAOYSA-N,<undefined>,0,High,-4.5489817,3,Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2933,Caco-1536,?,?,NA,OC1=CC2OC3C=C(O)C=CC=3C3(OC(=O)C4C=CC=CC3=4)C=2C=C1,"InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H",GNBHRKFJIUUOQI-UHFFFAOYSA-N,DTXSID0038887,7/5/2321,fluorescein,OC1=CC2OC3C=C(O)C=CC=3C3(OC(=O)C4C=CC=CC3=4)C=2C=C1,"InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H",GNBHRKFJIUUOQI-UHFFFAOYSA-N,<undefined>,0,High,-4.5466819,3,Wang,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
2943,Caco-5653,CHEMBL9352|?,?,NA,OC1C=C(O)C2C(=O)C[C@H](OC=2C=1)C1C=CC(O)=CC=1,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1",FTVWIRXFELQLPI-ZDUSSCGKSA-N,DTXSID1022392,480-41-1,Naringenin,OC1C=C(O)C2C(=O)CC(OC=2C=1)C1C=CC(O)=CC=1,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,<undefined>,0,High,-4.5387542,3,CHEMBL|Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
